2024-03-05_Pit.txt, Southern Kitchen, Seasoned Scrambled Eggs, BREAKFAST (7am-11am)
2024-03-04_Pit.txt, Bagel Station, Strawberry Preserves, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Bagel Station, Sun Butter, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Bagel Station, Whipped Cream Cheese, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Bagel Station, Whipped Butter, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Chobani Yogurt And Fruit, Plain Nonfat Greek Yogurt, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Chobani Yogurt And Fruit, Nonfat Vanilla Greek Yogurt, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Chobani Yogurt And Fruit, Nonfat Strawberry Greek Yogurt, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Chobani Yogurt And Fruit, Cantaloupe, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Chobani Yogurt And Fruit, Honeydew Melon, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Chobani Yogurt And Fruit, Pineapple, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Chobani Yogurt And Fruit, Red & Green Grapes, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Chobani Yogurt And Fruit, Red Grapefruit, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Chobani Yogurt And Fruit, Seedless Raisins, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Chobani Yogurt And Fruit, Housemade Cinnamon-Honey Granola, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Chobani Yogurt And Fruit, Honey, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Chobani Yogurt And Fruit, Flax Seed, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Chobani Yogurt And Fruit, Chia Seeds, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Chobani Yogurt And Fruit, Dried Cranberries, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Chobani Yogurt And Fruit, Blueberries, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Chobani Yogurt And Fruit, Diced Mango, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Chobani Yogurt And Fruit, Mixed Berry Mojo Smoothie, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Chobani Yogurt And Fruit, Spring Break Smoothie, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Chobani Yogurt And Fruit, Strawberry Banana Smoothie, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Chobani Yogurt And Fruit, Peachy Keen Smoothie, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Chobani Yogurt And Fruit, Endless Summer Smoothie, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Chobani Yogurt And Fruit, Orange Cream Dream Smoothie, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Chobani Yogurt And Fruit, Apples, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Chobani Yogurt And Fruit, Oranges, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Chobani Yogurt And Fruit, Bananas, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Greens & Grains, Romaine Lettuce, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Greens & Grains, Chopped Iceberg Lettuce, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Greens & Grains, Field Greens, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Greens & Grains, Baby Spinach, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Greens & Grains, Couscous, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Greens & Grains, Barley, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Greens & Grains, Shrimp Orzo Salad, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Greens & Grains, Greek Chickpea Salad, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Greens & Grains, Grape Tomatoes, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Greens & Grains, Shredded Carrots, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Greens & Grains, Sliced Cucumber, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Greens & Grains, Broccoli Florets, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Greens & Grains, Cauliflower Florets, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Greens & Grains, Mushrooms, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Greens & Grains, French Fried Onions, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Greens & Grains, Goldfish (R) Crackers, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Greens & Grains, Seasoned Croutons, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Greens & Grains, Sunflower Seeds, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Greens & Grains, Pumpkin Seeds, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Housemade Dressings, Ranch Dressing, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Housemade Dressings, Honey Mustard Dressing, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Housemade Dressings, Caesar Dressing, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Housemade Dressings, Balsamic Vinaigrette, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Housemade Dressings, Blue Cheese Dressing, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Housemade Dressings, Honey Berry Vinaigrette, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Housemade Dressings, Creamy Herbed Vinaigrette Dressing, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Proteins & More Greens, Sliced Grilled Chicken, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Proteins & More Greens, Flaked Salmon, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Proteins & More Greens, Diced Fried Tofu, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Proteins & More Greens, Fresh Mozzarella, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Proteins & More Greens, Shredded Cheddar Cheese, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Proteins & More Greens, Chopped Hard-Cooked Egg, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Proteins & More Greens, Feta Cheese, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Proteins & More Greens, Cottage Cheese, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Proteins & More Greens, Mandarin Oranges, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Proteins & More Greens, Edamame, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Proteins & More Greens, Green Peas, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Proteins & More Greens, Roasted Sweet Potatoes, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Proteins & More Greens, Roasted Asparagus, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Proteins & More Greens, Black Bean & Corn Salad, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Proteins & More Greens, Yellow Bell Peppers, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Proteins & More Greens, Sliced Bell Peppers, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Proteins & More Greens, Sliced Red Onions, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Proteins & More Greens, Sliced Beets, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Performance Dining - Proteins & More Greens, Red Cabbage, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, 2% Milk, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Skim Milk, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Chocolate Milk, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Brewed Coffee, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Madagascar Vanilla Coffee Creamer, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Salted Caramel Coffee Creamer, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Cinnamon Churro Coffee Creamer, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Uproot Oatmilk, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Uproot Chocolate Peamilk, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Uproot Soymilk, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Tractor Beverage Strawberry Dragonfruit, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Tractor Beverage Mango, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Tractor Beverage Unsweet Tea, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Tractor Beverage Farmer's Punch, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Tractor Beverage Mandarin Cardamom, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Rice Chex Cereal, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Cheerios Cereal, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Lucky Charms Cereal, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Froot Loops Cereal, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Apple Jacks Cereal, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Cinnamon Toast Crunch Cereal, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Rice Krispies, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Cocoa Puffs, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Raisin Bran Cereal, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Vanilla Soft Serve Ice Cream, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Chocolate Soft Serve Ice Cream, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Vanilla Frozen Yogurt, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Chocolate Frozen Yogurt, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Golden Malted Waffle, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Self Serve Options, Pancake & Waffle Syrup, PIT STOP (2pm-4:30pm)
2024-03-04_Pit.txt, Southern Kitchen, Cumin Braised Pork, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Southern Kitchen, Seasoned White Rice, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Southern Kitchen, Sweet Soy Green Beans, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Southern Kitchen, Ginger Honey Glazed Carrots, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Southern Kitchen, Paprika Roasted Vegetables, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Southern Kitchen Corner, Chef's Special, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Allgood, Grilled Ancho-Lime Chicken, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Allgood, Cilantro Lime White Rice, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Allgood, Lemony Sugar Snap Peas, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Allgood, Zucchini & Yellow Squash Saute, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Allgood - Creation Station, Chopped Kale, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Allgood - Creation Station, Honey Berry Vinaigrette, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Allgood - Creation Station, Diced Chicken, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Allgood - Creation Station, Ruby Wild Grain Blend, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Allgood - Creation Station, Roasted Sweet Potatoes, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Allgood - Creation Station, Red Cabbage, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Allgood - Creation Station, Broccoli Florets, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Allgood - Creation Station, Dried Cranberries, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Allgood - Salad Bar, Fresh Fruit Salad, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Allgood - Salad Bar, Mandarin Oranges, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Allgood - Salad Bar, Blueberries, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Allgood - Salad Bar, Sliced Strawberries, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Allgood - Salad Bar, Sunflower Seeds, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Allgood - Salad Bar, Fresh Mint, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Allgood - Salad Bar, Honey, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Allgood - Salad Bar, Chia Seeds, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Vegan Station, Thai Coconut Curry Broth, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Vegan Station, Sesame Tofu, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Vegan Station, Roasted Sweet Potatoes, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Vegan Station, Ginger Garlic Broccoli, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Vegan Station, Sauteed Green Beans, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Vegan Station, Rice Noodles, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Vegan Station, Fresh Cilantro, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Vegan Station, Fresh Scallions, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Vegan Station, Spicy Chili Crisp, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Vegan Station, Sesame Seeds, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Vegan Station, Lime Wedges, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Vegan Station, Curried Cauliflower Soup, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Black & Gold Grill, Chef's Special, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Black & Gold Grill, Grilled Seasoned Chicken Breast, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Black & Gold Grill, Fresh Cut Fries, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Black & Gold Grill, Beyond Burger Patty, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Black & Gold Grill, Turkey Burger Patty, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Black & Gold Grill, Gardenburger Black Bean Patty, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Black & Gold Grill, Hamburger Roll, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Black & Gold Grill, American Cheese, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Black & Gold Grill, Sliced Swiss Cheese, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Black & Gold Grill, Sliced Pepperjack Cheese, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Black & Gold Grill, Leaf Lettuce, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Black & Gold Grill, Sliced Tomatoes, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Black & Gold Grill, Sliced Red Onions, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Black & Gold Grill, Dill Pickle Slices, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Black & Gold Grill, Chipotle Mayonnaise, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Black & Gold Grill, Ranch Dressing, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Black & Gold Grill, Pico de Gallo, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Black & Gold Grill, Whole Grain Mustard, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Black & Gold Grill, Jalepeno Pepper Pimento Cheese, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Black & Gold Grill, Bacon Onion Jam, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Black & Gold Grill, Old-Fashioned Coleslaw, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Black & Gold Grill, Dill Pickle Spears, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Black & Gold Grill, Pickled Red Onion, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Black & Gold Grill, Pickled Carrot, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Black & Gold Grill, Pickled Okra, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, International Grill, Kimchi Fried Rice, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, International Grill, Seasoned White Rice, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, International Grill, Garlic Ginger Shrimp, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, International Grill, Roasted Five Spice Sweet Potatoes, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, International Grill, Seasoned Scrambled Eggs, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, International Grill, Broccoli Florets, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, International Grill, Sliced Bell Peppers, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, International Grill, Snow Peas, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, International Grill, Shredded Carrots, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, International Grill, Fresh Scallions, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, International Grill, Mushrooms, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, International Grill, Pineapple, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, International Grill, Green Peas, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, International Grill, Baby Corn, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, International Grill, Water Chestnuts, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, International Grill, Zucchini, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, International Grill - Continued, Asian Chopped Salad, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, International Grill - Continued, Pineapple Soy Vinaigrette, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Hearthstone Freshly Made Pizza, Chicken Parmesan Pizza, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Hearthstone Freshly Made Pizza, Sausage, Onion and Jalapeno Pizza, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Hearthstone Freshly Made Pizza, Blackberry Ricotta Pizza, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Hearthstone Freshly Made Pizza, Cheese Pizza, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Hearthstone Freshly Made Pizza, Pepperoni Pizza, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Create Your Own Flatbread Pizza, Flatbread, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Create Your Own Flatbread Pizza, Seasoned Cauliflower Pizza Crust, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Create Your Own Flatbread Pizza, Marinara Sauce, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Create Your Own Flatbread Pizza, Crumbled Sausage, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Create Your Own Flatbread Pizza, Pepperoni, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Create Your Own Flatbread Pizza, Shredded Mozzarella Cheese, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Today's Pasta Specials, Chicken & Tomato Alfredo Pasta Bake, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Today's Pasta Specials, Chef's Salad, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Whole Grain Penne Pasta, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Spaghetti, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Cavatappi, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Gluten Free Penne Pasta, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Marinara Sauce, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Homemade Alfredo Sauce, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Puttanesca Sauce, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Basil Pesto, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Butter, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Minced Garlic, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Diced Seasoned Chicken, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Crumbled Sausage, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Crumbled Chorizo Sausage, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Pepperoni, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Diced Tofu, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Mussels, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Baby Spinach, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Broccoli Florets, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Diced Tomatoes, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Sweet Corn, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Green Peas, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Edamame, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Sliced Black Olives, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Diced Yellow Onion, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Roasted Red Peppers, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Artichoke Hearts, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Sun-Dried Tomatoes, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Diced Mixed Bell Peppers, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Mushrooms, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Shredded Parmesan Cheese, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Pastabilities, Breadsticks, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Create Your Own Omelette, Fresh Cracked Scrambled Egg, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Create Your Own Omelette, Cage Free Egg Whites, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Create Your Own Omelette, Crumbled Sausage, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Create Your Own Omelette, Crumbled Chorizo Sausage, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Create Your Own Omelette, Diced Ham, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Create Your Own Omelette, Real Bacon Pieces, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Create Your Own Omelette, Shredded Cheddar Cheese, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Create Your Own Omelette, Steamed Diced Red Potatoes, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Create Your Own Omelette, Feta Cheese, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Create Your Own Omelette, Broccoli Florets, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Create Your Own Omelette, Baby Spinach, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Create Your Own Omelette, Mushrooms, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Create Your Own Omelette, Diced Mixed Bell Peppers, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Create Your Own Omelette, Fire-Roasted Salsa, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Create Your Own Omelette, Diced Tomatoes, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Create Your Own Omelette, Pico de Gallo, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Create Your Own Omelette, Diced Yellow Onion, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Create Your Own Omelette, Sliced Black Olives, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Create Your Own Omelette, Jalapeno Peppers, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Freshly Made Hot Bowl Of..., Creamy Corn Chowder, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Freshly Made Hot Bowl Of..., Chicken Noodle Soup, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Deli Specials, Antipasto Salad, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Deli Specials, Old-Fashioned Coleslaw, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Deli Specials, Balsamic Marinated Grape Tomatoes, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Marketplace Deli, Sliced Turkey Breast, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Marketplace Deli, Virginia Ham, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Marketplace Deli, Sliced Roast Beef, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Marketplace Deli, Sliced Salami, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Marketplace Deli, Deli Pepperoni, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Marketplace Deli, Cheddar Cheese, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Marketplace Deli, Sliced Pepperjack Cheese, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Marketplace Deli, Sliced Provolone Cheese, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Marketplace Deli, Leaf Lettuce, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Marketplace Deli, Baby Spinach, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Marketplace Deli, Sliced Tomatoes, DINNER (4:30pm-9pm)
2024-03-04_Pit.txt, Marketplace Deli, Sliced Cucumber, DINNER (4:30pm-9pm)
